Invoice ID,City,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Customer_type
420-11-4919,East,Female,Muscle Building,71.39,5,17.8475,374.7975,17/2/2021,19:57,Credit card,356.95,4.761904762,17.8475,5.5,Member
606-80-4905,East,Female,Muscle Building,19.15,6,5.745,120.645,29/1/2021,10:01,Credit card,114.9,4.761904762,5.745,6.8,Member
542-41-0513,East,Female,Muscle Building,57.49,4,11.498,241.458,15/3/2021,11:57,Cash,229.96,4.761904762,11.498,6.6,Member
426-39-2418,East,Male,Muscle Building,61.41,7,21.4935,451.3635,14/1/2021,10:02,Cash,429.87,4.761904762,21.4935,9.8,Member
875-46-5808,East,Male,Muscle Building,25.9,10,12.95,271.95,6/2/2021,14:51,Ewallet,259,4.761904762,12.95,8.7,Member
394-43-4238,East,Male,Muscle Building,17.77,5,4.4425,93.2925,15/2/2021,12:42,Credit card,88.85,4.761904762,4.4425,5.4,Member
749-24-1565,East,Female,Muscle Building,23.03,9,10.3635,217.6335,3/1/2021,12:02,Ewallet,207.27,4.761904762,10.3635,7.9,Member
672-51-8681,East,Female,Muscle Building,66.65,9,29.9925,629.8425,4/1/2021,18:19,Credit card,599.85,4.761904762,29.9925,9.7,Member
263-87-5680,East,Female,Muscle Building,28.53,10,14.265,299.565,18/3/2021,17:38,Ewallet,285.3,4.761904762,14.265,7.8,Member
573-58-9734,East,Female,Muscle Building,30.37,3,4.5555,95.6655,28/3/2021,13:41,Ewallet,91.11,4.761904762,4.5555,5.1,Member
817-69-8206,East,Female,Muscle Building,99.73,9,44.8785,942.4485,2/3/2021,19:42,Credit card,897.57,4.761904762,44.8785,6.5,Member
888-02-0338,East,Male,Muscle Building,26.23,9,11.8035,247.8735,25/1/2021,20:24,Ewallet,236.07,4.761904762,11.8035,5.9,Member
677-11-0152,East,Female,Muscle Building,93.26,9,41.967,881.307,16/1/2021,18:08,Cash,839.34,4.761904762,41.967,8.8,Member
142-63-6033,East,Male,Muscle Building,92.36,5,23.09,484.89,20/3/2021,19:17,Ewallet,461.8,4.761904762,23.09,4.9,Member
656-16-1063,East,Male,Muscle Building,46.42,3,6.963,146.223,4/1/2021,13:24,Credit card,139.26,4.761904762,6.963,4.4,Member
891-58-8335,East,Female,Muscle Building,29.61,7,10.3635,217.6335,11/3/2021,15:53,Cash,207.27,4.761904762,10.3635,6.5,Member
802-43-8934,East,Male,Muscle Building,18.28,1,0.914,19.194,22/3/2021,15:05,Credit card,18.28,4.761904762,0.914,8.3,Member
560-30-5617,East,Female,Muscle Building,24.77,5,6.1925,130.0425,24/3/2021,18:27,Cash,123.85,4.761904762,6.1925,8.5,Member
319-74-2561,East,Female,Muscle Building,94.64,3,14.196,298.116,21/2/2021,16:55,Cash,283.92,4.761904762,14.196,5.5,Member
549-03-9315,East,Male,Muscle Building,94.87,8,37.948,796.908,12/2/2021,12:58,Ewallet,758.96,4.761904762,37.948,8.7,Member
790-29-1172,East,Female,Muscle Building,57.34,3,8.601,180.621,10/3/2021,18:59,Credit card,172.02,4.761904762,8.601,7.9,Member
239-36-3640,East,Male,Muscle Building,45.35,6,13.605,285.705,31/1/2021,13:44,Ewallet,272.1,4.761904762,13.605,6.1,Member
468-01-2051,East,Male,Muscle Building,62.08,7,21.728,456.288,6/3/2021,13:46,Ewallet,434.56,4.761904762,21.728,5.4,Member
389-25-3394,East,Male,Muscle Building,11.81,5,2.9525,62.0025,17/2/2021,18:06,Cash,59.05,4.761904762,2.9525,9.4,Member
279-62-1445,East,Female,Muscle Building,12.54,1,0.627,13.167,21/2/2021,12:38,Cash,12.54,4.761904762,0.627,8.2,Member
213-72-6612,East,Male,Muscle Building,43.25,2,4.325,90.825,20/3/2021,15:56,Cash,86.5,4.761904762,4.325,6.2,Member
746-68-6593,East,Female,Muscle Building,87.16,2,8.716,183.036,11/1/2021,14:29,Credit card,174.32,4.761904762,8.716,9.7,Member
836-82-5858,East,Male,Muscle Building,69.37,9,31.2165,655.5465,26/1/2021,19:14,Ewallet,624.33,4.761904762,31.2165,4,Member
583-72-1480,East,Male,Muscle Building,37.06,4,7.412,155.652,31/1/2021,16:24,Ewallet,148.24,4.761904762,7.412,9.7,Member
466-61-5506,East,Female,Muscle Building,90.7,6,27.21,571.41,26/2/2021,10:52,Cash,544.2,4.761904762,27.21,5.3,Member
721-86-6247,East,Female,Muscle Building,63.42,8,25.368,532.728,11/3/2021,12:55,Ewallet,507.36,4.761904762,25.368,7.4,Member
289-65-5721,East,Female,Muscle Building,81.37,2,8.137,170.877,26/1/2021,19:28,Cash,162.74,4.761904762,8.137,6.5,Member
545-46-3100,East,Female,Muscle Building,10.59,3,1.5885,33.3585,12/3/2021,13:52,Credit card,31.77,4.761904762,1.5885,8.7,Member
418-02-5978,East,Female,Muscle Building,84.09,9,37.8405,794.6505,11/2/2021,10:54,Cash,756.81,4.761904762,37.8405,8,Member
269-04-5750,East,Male,Muscle Building,73.82,4,14.764,310.044,21/2/2021,18:31,Cash,295.28,4.761904762,14.764,6.7,Member
157-13-5295,East,Male,Muscle Building,51.94,10,25.97,545.37,9/3/2021,18:24,Ewallet,519.4,4.761904762,25.97,6.5,Member
645-78-8093,East,Female,Muscle Building,93.14,2,9.314,195.594,20/1/2021,18:09,Ewallet,186.28,4.761904762,9.314,4.1,Member
211-30-9270,East,Male,Muscle Building,17.41,5,4.3525,91.4025,28/1/2021,15:16,Credit card,87.05,4.761904762,4.3525,4.9,Member
755-12-3214,East,Female,Muscle Building,44.22,5,11.055,232.155,5/3/2021,17:07,Credit card,221.1,4.761904762,11.055,8.6,Member
346-84-3103,East,Female,Muscle Building,13.22,5,3.305,69.405,2/3/2021,19:26,Cash,66.1,4.761904762,3.305,4.3,Member
478-06-7835,East,Male,Muscle Building,89.69,1,4.4845,94.1745,11/1/2021,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,Member
540-11-4336,East,Male,Muscle Building,24.94,9,11.223,235.683,11/1/2021,16:49,Credit card,224.46,4.761904762,11.223,5.6,Member
448-81-5016,East,Male,Muscle Building,59.77,2,5.977,125.517,11/3/2021,12:01,Credit card,119.54,4.761904762,5.977,5.8,Member
142-72-4741,East,Male,Muscle Building,93.2,2,9.32,195.72,28/2/2021,18:37,Credit card,186.4,4.761904762,9.32,6,Member
217-58-1179,East,Male,Muscle Building,62.65,4,12.53,263.13,5/1/2021,11:25,Cash,250.6,4.761904762,12.53,4.2,Member
376-02-8238,East,Male,Muscle Building,93.87,8,37.548,788.508,2/2/2021,18:42,Credit card,750.96,4.761904762,37.548,8.3,Member
530-90-9855,East,Male,Muscle Building,47.59,8,19.036,399.756,1/1/2021,14:47,Cash,380.72,4.761904762,19.036,5.7,Member
866-05-7563,East,Female,Muscle Building,81.4,3,12.21,256.41,9/2/2021,19:43,Cash,244.2,4.761904762,12.21,4.8,Member
604-70-6476,East,Male,Muscle Building,17.94,5,4.485,94.185,23/1/2021,14:04,Ewallet,89.7,4.761904762,4.485,6.8,Member
799-71-1548,East,Male,Muscle Building,77.72,4,15.544,326.424,7/1/2021,16:11,Credit card,310.88,4.761904762,15.544,8.8,Member
785-13-7708,East,Male,Muscle Building,73.06,7,25.571,536.991,14/1/2021,19:06,Credit card,511.42,4.761904762,25.571,4.2,Member
845-51-0542,East,Male,Muscle Building,46.55,9,20.9475,439.8975,2/2/2021,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,Member
662-47-5456,East,Male,Muscle Building,35.19,10,17.595,369.495,17/3/2021,19:06,Credit card,351.9,4.761904762,17.595,8.4,Member
883-17-4236,East,Female,Muscle Building,14.39,2,1.439,30.219,2/3/2021,19:44,Credit card,28.78,4.761904762,1.439,7.2,Member
290-68-2984,East,Male,Muscle Building,23.75,4,4.75,99.75,16/3/2021,11:22,Cash,95,4.761904762,4.75,5.2,Member
704-11-6354,East,Male,Muscle Building,58.9,8,23.56,494.76,6/1/2021,11:23,Cash,471.2,4.761904762,23.56,8.9,Member
110-48-7033,East,Male,Muscle Building,32.62,4,6.524,137.004,29/1/2021,14:12,Cash,130.48,4.761904762,6.524,9,Member
366-93-0948,East,Male,Muscle Building,66.35,1,3.3175,69.6675,31/1/2021,10:46,Credit card,66.35,4.761904762,3.3175,9.7,Member
729-09-9681,East,Male,Muscle Building,25.91,6,7.773,163.233,5/2/2021,10:16,Ewallet,155.46,4.761904762,7.773,8.7,Member
151-16-1484,East,Male,Muscle Building,32.25,4,6.45,135.45,13/2/2021,12:38,Ewallet,129,4.761904762,6.45,6.5,Member
380-94-4661,East,Male,Muscle Building,65.94,4,13.188,276.948,7/2/2021,13:05,Credit card,263.76,4.761904762,13.188,6.9,Member
850-41-9669,East,Female,Muscle Building,75.06,9,33.777,709.317,19/3/2021,13:25,Ewallet,675.54,4.761904762,33.777,6.2,Member
821-07-3596,East,Female,Muscle Building,16.45,4,3.29,69.09,7/3/2021,14:53,Ewallet,65.8,4.761904762,3.29,5.6,Member
655-85-5130,East,Female,Muscle Building,38.3,4,7.66,160.86,13/3/2021,19:22,Cash,153.2,4.761904762,7.66,5.7,Member
447-15-7839,East,Female,Muscle Building,22.24,10,11.12,233.52,9/2/2021,11:00,Cash,222.4,4.761904762,11.12,4.2,Member
154-74-7179,East,Male,Muscle Building,54.45,1,2.7225,57.1725,26/2/2021,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,Member
253-12-6086,East,Female,Muscle Building,98.4,7,34.44,723.24,12/3/2021,12:43,Credit card,688.8,4.761904762,34.44,8.7,Member
808-65-0703,East,Male,Muscle Building,35.47,4,7.094,148.974,14/3/2021,17:22,Credit card,141.88,4.761904762,7.094,6.9,Member
571-94-0759,East,Female,Muscle Building,74.6,10,37.3,783.3,8/1/2021,20:55,Cash,746,4.761904762,37.3,9.5,Member
144-51-6085,East,Male,Muscle Building,70.74,4,14.148,297.108,5/1/2021,16:05,Credit card,282.96,4.761904762,14.148,4.4,Member
731-14-2199,East,Female,Muscle Building,35.54,10,17.77,373.17,4/1/2021,13:34,Ewallet,355.4,4.761904762,17.77,7,Member
783-09-1637,East,Female,Muscle Building,67.43,5,16.8575,354.0075,6/3/2021,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,Member
687-15-1097,East,Female,Muscle Building,21.12,2,2.112,44.352,3/1/2021,19:17,Cash,42.24,4.761904762,2.112,9.7,Member
126-54-1082,East,Female,Muscle Building,21.54,9,9.693,203.553,7/1/2021,11:44,Credit card,193.86,4.761904762,9.693,8.8,Member
633-91-1052,East,Female,Muscle Building,12.03,2,1.203,25.263,27/1/2021,15:51,Cash,24.06,4.761904762,1.203,5.1,Member
477-24-6490,East,Female,Muscle Building,99.71,6,29.913,628.173,26/2/2021,16:52,Ewallet,598.26,4.761904762,29.913,7.9,Member
566-19-5475,East,Male,Muscle Building,47.97,7,16.7895,352.5795,7/1/2021,20:52,Cash,335.79,4.761904762,16.7895,6.2,Member
526-86-8552,East,Female,Muscle Building,21.82,10,10.91,229.11,7/1/2021,17:36,Cash,218.2,4.761904762,10.91,7.1,Member
376-56-3573,East,Female,Muscle Building,95.42,4,19.084,400.764,2/2/2021,13:23,Ewallet,381.68,4.761904762,19.084,6.4,Member
537-72-0426,West,Male,Muscle Building,70.99,10,35.495,745.395,20/3/2021,16:28,Cash,709.9,4.761904762,35.495,5.7,Member
828-61-5674,West,Male,Muscle Building,44.02,10,22.01,462.21,20/3/2021,19:57,Credit card,440.2,4.761904762,22.01,9.6,Member
136-08-6195,West,Female,Muscle Building,69.96,8,27.984,587.664,15/2/2021,17:01,Credit card,559.68,4.761904762,27.984,6.4,Member
523-38-0215,West,Male,Muscle Building,37,1,1.85,38.85,6/3/2021,13:29,Credit card,37,4.761904762,1.85,7.9,Member
490-29-1201,West,Female,Muscle Building,15.34,1,0.767,16.107,6/1/2021,11:09,Cash,15.34,4.761904762,0.767,6.5,Member
667-92-0055,West,Male,Muscle Building,99.83,6,29.949,628.929,4/3/2021,15:02,Ewallet,598.98,4.761904762,29.949,8.5,Member
565-17-3836,West,Female,Muscle Building,47.67,4,9.534,200.214,12/3/2021,14:21,Cash,190.68,4.761904762,9.534,9.1,Member
498-41-1961,West,Male,Muscle Building,66.68,5,16.67,350.07,20/2/2021,18:01,Cash,333.4,4.761904762,16.67,7.6,Member
593-95-4461,West,Male,Muscle Building,74.86,1,3.743,78.603,24/3/2021,14:49,Cash,74.86,4.761904762,3.743,6.9,Member
226-71-3580,West,Female,Muscle Building,23.75,9,10.6875,224.4375,31/1/2021,12:02,Cash,213.75,4.761904762,10.6875,9.5,Member
283-79-9594,West,Female,Muscle Building,48.51,7,16.9785,356.5485,25/1/2021,13:30,Credit card,339.57,4.761904762,16.9785,5.2,Member
430-60-3493,West,Female,Muscle Building,94.88,7,33.208,697.368,3/2/2021,14:38,Cash,664.16,4.761904762,33.208,4.2,Member
139-20-0155,West,Male,Muscle Building,40.3,10,20.15,423.15,24/1/2021,17:37,Credit card,403,4.761904762,20.15,7,Member
558-80-4082,West,Male,Muscle Building,27.85,7,9.7475,204.6975,14/3/2021,17:20,Ewallet,194.95,4.761904762,9.7475,6,Member
278-97-7759,West,Female,Muscle Building,62.48,1,3.124,65.604,18/2/2021,20:29,Cash,62.48,4.761904762,3.124,4.7,Member
316-68-6352,West,Female,Muscle Building,36.36,2,3.636,76.356,21/1/2021,10:00,Cash,72.72,4.761904762,3.636,7.1,Member
585-03-5943,West,Male,Muscle Building,18.11,10,9.055,190.155,13/3/2021,11:46,Ewallet,181.1,4.761904762,9.055,5.9,Member
211-05-0490,West,Female,Muscle Building,51.92,5,12.98,272.58,3/3/2021,13:42,Cash,259.6,4.761904762,12.98,7.5,Member
727-75-6477,West,Male,Muscle Building,28.84,4,5.768,121.128,29/3/2021,14:44,Cash,115.36,4.761904762,5.768,6.4,Member
744-02-5987,West,Male,Muscle Building,78.38,6,23.514,493.794,10/1/2021,14:16,Ewallet,470.28,4.761904762,23.514,5.8,Member
307-83-9164,West,Male,Muscle Building,60.01,4,12.002,252.042,25/1/2021,15:54,Cash,240.04,4.761904762,12.002,4.5,Member
779-06-0012,West,Female,Muscle Building,88.61,1,4.4305,93.0405,19/1/2021,10:21,Cash,88.61,4.761904762,4.4305,7.7,Member
446-47-6729,West,Male,Muscle Building,99.82,2,9.982,209.622,2/1/2021,18:09,Credit card,199.64,4.761904762,9.982,6.7,Member
573-10-3877,West,Male,Muscle Building,39.01,1,1.9505,40.9605,12/3/2021,16:46,Credit card,39.01,4.761904762,1.9505,4.7,Member
735-06-4124,West,Male,Muscle Building,48.61,1,2.4305,51.0405,25/2/2021,15:31,Cash,48.61,4.761904762,2.4305,4.4,Member
439-54-7422,West,Female,Muscle Building,51.19,4,10.238,214.998,18/3/2021,17:15,Credit card,204.76,4.761904762,10.238,4.7,Member
396-90-2219,West,Female,Muscle Building,14.96,8,5.984,125.664,23/2/2021,12:29,Cash,119.68,4.761904762,5.984,8.6,Member
411-77-0180,West,Male,Muscle Building,72.2,7,25.27,530.67,26/3/2021,20:14,Ewallet,505.4,4.761904762,25.27,4.3,Member
286-01-5402,West,Female,Muscle Building,40.23,7,14.0805,295.6905,30/3/2021,13:22,Cash,281.61,4.761904762,14.0805,9.6,Member
803-17-8013,West,Female,Muscle Building,88.79,8,35.516,745.836,17/2/2021,17:09,Cash,710.32,4.761904762,35.516,4.1,Member
512-98-1403,West,Female,Muscle Building,26.48,3,3.972,83.412,21/3/2021,10:40,Ewallet,79.44,4.761904762,3.972,4.7,Member
848-42-2560,West,Female,Muscle Building,81.91,2,8.191,172.011,5/3/2021,17:43,Cash,163.82,4.761904762,8.191,7.8,Member
532-59-7201,West,Male,Muscle Building,79.93,6,23.979,503.559,31/1/2021,14:04,Cash,479.58,4.761904762,23.979,5.5,Member
181-94-6432,West,Male,Muscle Building,69.33,2,6.933,145.593,5/2/2021,19:05,Ewallet,138.66,4.761904762,6.933,9.7,Member
870-76-1733,West,Female,Muscle Building,14.23,5,3.5575,74.7075,1/2/2021,10:08,Credit card,71.15,4.761904762,3.5575,4.4,Member
423-64-4619,West,Female,Muscle Building,15.55,9,6.9975,146.9475,7/3/2021,13:12,Cash,139.95,4.761904762,6.9975,5,Member
227-07-4446,West,Female,Muscle Building,78.13,10,39.065,820.365,10/2/2021,20:51,Cash,781.3,4.761904762,39.065,4.4,Member
174-36-3675,West,Male,Muscle Building,99.37,2,9.937,208.677,14/2/2021,17:29,Cash,198.74,4.761904762,9.937,5.2,Member
428-83-5800,West,Female,Muscle Building,21.08,3,3.162,66.402,9/2/2021,10:25,Cash,63.24,4.761904762,3.162,7.3,Member
603-07-0961,West,Male,Muscle Building,74.79,5,18.6975,392.6475,10/1/2021,11:34,Cash,373.95,4.761904762,18.6975,4.9,Member
704-20-4138,West,Female,Muscle Building,29.67,7,10.3845,218.0745,11/3/2021,18:58,Credit card,207.69,4.761904762,10.3845,8.1,Member
787-15-1757,West,Male,Muscle Building,44.07,4,8.814,185.094,18/2/2021,16:28,Ewallet,176.28,4.761904762,8.814,8.4,Member
649-11-3678,West,Female,Muscle Building,22.93,9,10.3185,216.6885,26/2/2021,20:26,Cash,206.37,4.761904762,10.3185,5.5,Member
622-20-1945,West,Female,Muscle Building,39.42,1,1.971,41.391,18/1/2021,15:08,Cash,39.42,4.761904762,1.971,8.4,Member
372-94-8041,West,Male,Muscle Building,15.26,6,4.578,96.138,15/2/2021,18:03,Ewallet,91.56,4.761904762,4.578,9.8,Member
563-91-7120,West,Female,Muscle Building,61.77,5,15.4425,324.2925,8/3/2021,13:21,Cash,308.85,4.761904762,15.4425,6.7,Member
746-54-5508,West,Male,Muscle Building,21.52,6,6.456,135.576,17/1/2021,12:48,Credit card,129.12,4.761904762,6.456,9.4,Member
276-54-0879,West,Male,Muscle Building,97.74,4,19.548,410.508,12/3/2021,19:53,Ewallet,390.96,4.761904762,19.548,6.4,Member
815-11-1168,West,Male,Muscle Building,99.78,5,24.945,523.845,9/3/2021,19:09,Cash,498.9,4.761904762,24.945,5.4,Member
719-76-3868,West,Male,Muscle Building,94.26,4,18.852,395.892,12/3/2021,16:30,Cash,377.04,4.761904762,18.852,8.6,Member
730-61-8757,West,Male,Muscle Building,51.13,4,10.226,214.746,25/1/2021,10:11,Credit card,204.52,4.761904762,10.226,4,Member
340-66-0321,West,Male,Muscle Building,36.36,4,7.272,152.712,25/3/2021,13:07,Cash,145.44,4.761904762,7.272,7.6,Member
868-81-1752,West,Male,Muscle Building,22.02,9,9.909,208.089,7/2/2021,18:48,Cash,198.18,4.761904762,9.909,6.8,Member
634-97-8956,West,Male,Muscle Building,32.9,3,4.935,103.635,17/2/2021,17:27,Credit card,98.7,4.761904762,4.935,9.1,Member
566-71-1091,West,Male,Muscle Building,77.02,5,19.255,404.355,3/2/2021,15:59,Cash,385.1,4.761904762,19.255,5.5,Member
442-48-3607,West,Male,Muscle Building,23.48,2,2.348,49.308,14/3/2021,11:21,Credit card,46.96,4.761904762,2.348,7.9,Member
835-16-0096,West,Male,Muscle Building,14.7,5,3.675,77.175,24/3/2021,13:48,Ewallet,73.5,4.761904762,3.675,8.5,Member
527-09-6272,West,Female,Muscle Building,28.45,5,7.1125,149.3625,21/3/2021,10:17,Credit card,142.25,4.761904762,7.1125,9.1,Member
898-04-2717,West,Male,Muscle Building,76.4,9,34.38,721.98,19/3/2021,15:49,Ewallet,687.6,4.761904762,34.38,7.5,Member
692-27-8933,West,Female,Muscle Building,57.95,6,17.385,365.085,24/2/2021,13:02,Cash,347.7,4.761904762,17.385,5.2,Member
633-09-3463,West,Female,Muscle Building,47.65,3,7.1475,150.0975,28/3/2021,12:58,Credit card,142.95,4.761904762,7.1475,9.5,Member
374-17-3652,West,Female,Muscle Building,42.82,9,19.269,404.649,5/2/2021,15:26,Credit card,385.38,4.761904762,19.269,8.9,Member
378-07-7001,West,Male,Muscle Building,48.09,3,7.2135,151.4835,10/2/2021,18:23,Credit card,144.27,4.761904762,7.2135,7.8,Member
433-75-6987,West,Female,Muscle Building,55.97,7,19.5895,411.3795,5/3/2021,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,Member
873-95-4984,West,Female,Muscle Building,76.9,7,26.915,565.215,15/2/2021,20:21,Cash,538.3,4.761904762,26.915,7.7,Member
416-13-5917,West,Female,Muscle Building,97.03,5,24.2575,509.4075,30/1/2021,16:24,Ewallet,485.15,4.761904762,24.2575,9.3,Member
150-89-8043,West,Male,Muscle Building,44.65,3,6.6975,140.6475,14/2/2021,15:04,Cash,133.95,4.761904762,6.6975,6.2,Member
135-84-8019,West,Female,Muscle Building,77.93,9,35.0685,736.4385,27/2/2021,16:10,Ewallet,701.37,4.761904762,35.0685,7.6,Member
441-94-7118,West,Male,Muscle Building,71.95,1,3.5975,75.5475,4/2/2021,12:14,Cash,71.95,4.761904762,3.5975,7.3,Member
725-96-3778,West,Female,Muscle Building,89.25,8,35.7,749.7,20/1/2021,10:13,Cash,714,4.761904762,35.7,4.7,Member
531-80-1784,West,Male,Muscle Building,26.02,7,9.107,191.247,28/3/2021,17:38,Cash,182.14,4.761904762,9.107,5.1,Member
400-45-1220,West,Female,Muscle Building,13.5,10,6.75,141.75,27/2/2021,11:06,Credit card,135,4.761904762,6.75,4.8,Member
860-79-0874,West,Female,Muscle Building,99.3,10,49.65,1042.65,15/2/2021,14:53,Credit card,993,4.761904762,49.65,6.6,Member
834-61-8124,West,Male,Muscle Building,51.69,7,18.0915,379.9215,26/1/2021,18:22,Cash,361.83,4.761904762,18.0915,5.5,Member
115-99-4379,West,Female,Muscle Building,54.73,7,19.1555,402.2655,14/3/2021,19:02,Credit card,383.11,4.761904762,19.1555,8.5,Member
565-67-6697,West,Male,Muscle Building,27,9,12.15,255.15,2/3/2021,14:16,Cash,243,4.761904762,12.15,4.8,Member
320-49-6392,West,Female,Muscle Building,30.24,1,1.512,31.752,4/3/2021,15:44,Cash,30.24,4.761904762,1.512,8.4,Member
889-04-9723,West,Female,Muscle Building,89.14,4,17.828,374.388,7/1/2021,12:20,Credit card,356.56,4.761904762,17.828,7.8,Member
632-90-0281,West,Female,Muscle Building,37.55,10,18.775,394.275,8/3/2021,20:01,Credit card,375.5,4.761904762,18.775,9.3,Member
554-42-2417,West,Female,Muscle Building,95.44,10,47.72,1002.12,9/1/2021,13:45,Cash,954.4,4.761904762,47.72,5.2,Member
453-63-6187,West,Male,Muscle Building,27.5,3,4.125,86.625,1/3/2021,15:40,Ewallet,82.5,4.761904762,4.125,6.5,Member
578-80-7669,West,Male,Muscle Building,74.97,1,3.7485,78.7185,16/3/2021,16:58,Cash,74.97,4.761904762,3.7485,5.6,Member
612-36-5536,West,Male,Muscle Building,80.96,8,32.384,680.064,17/2/2021,11:12,Credit card,647.68,4.761904762,32.384,7.4,Member
605-72-4132,West,Female,Muscle Building,94.47,8,37.788,793.548,27/2/2021,15:12,Cash,755.76,4.761904762,37.788,9.1,Member
471-41-2823,West,Male,Muscle Building,99.79,2,9.979,209.559,7/3/2021,20:37,Ewallet,199.58,4.761904762,9.979,8,Member
462-67-9126,West,Male,Muscle Building,73.22,6,21.966,461.286,21/1/2021,17:44,Cash,439.32,4.761904762,21.966,7.2,Member
272-27-9238,West,Female,Muscle Building,41.24,4,8.248,173.208,19/2/2021,16:23,Cash,164.96,4.761904762,8.248,7.1,Member
834-25-9262,West,Female,Muscle Building,81.68,4,16.336,343.056,6/1/2021,12:12,Cash,326.72,4.761904762,16.336,9.1,Member
122-61-9553,West,Female,Muscle Building,51.32,9,23.094,484.974,14/3/2021,19:33,Cash,461.88,4.761904762,23.094,5.6,Member
468-88-0009,North,Male,Muscle Building,65.94,4,13.188,276.948,24/3/2021,10:29,Cash,263.76,4.761904762,13.188,6,Member
613-59-9758,North,Female,Muscle Building,14.36,10,7.18,150.78,27/1/2021,14:28,Cash,143.6,4.761904762,7.18,5.4,Member
254-31-0042,North,Male,Muscle Building,21.5,9,9.675,203.175,6/3/2021,12:46,Credit card,193.5,4.761904762,9.675,7.8,Member
201-86-2184,North,Female,Muscle Building,26.26,7,9.191,193.011,2/2/2021,19:40,Cash,183.82,4.761904762,9.191,9.9,Member
261-12-8671,North,Female,Muscle Building,60.96,2,6.096,128.016,25/1/2021,19:39,Credit card,121.92,4.761904762,6.096,4.9,Member
730-70-9830,North,Female,Muscle Building,70.11,6,21.033,441.693,14/3/2021,17:54,Ewallet,420.66,4.761904762,21.033,5.2,Member
382-25-8917,North,Male,Muscle Building,42.08,6,12.624,265.104,29/1/2021,12:25,Cash,252.48,4.761904762,12.624,8.9,Member
422-29-8786,North,Female,Muscle Building,67.09,5,16.7725,352.2225,3/1/2021,16:47,Credit card,335.45,4.761904762,16.7725,9.1,Member
667-23-5919,North,Female,Muscle Building,96.7,5,24.175,507.675,14/1/2021,12:52,Ewallet,483.5,4.761904762,24.175,7,Member
843-01-4703,North,Female,Muscle Building,35.38,9,15.921,334.341,5/1/2021,19:50,Credit card,318.42,4.761904762,15.921,9.6,Member
743-88-1662,North,Male,Muscle Building,95.49,7,33.4215,701.8515,22/2/2021,18:17,Ewallet,668.43,4.761904762,33.4215,8.7,Member
595-86-2894,North,Male,Muscle Building,96.98,4,19.396,407.316,6/2/2021,17:20,Ewallet,387.92,4.761904762,19.396,9.4,Member
182-69-8360,North,Female,Muscle Building,23.65,4,4.73,99.33,30/1/2021,13:32,Credit card,94.6,4.761904762,4.73,4,Member
289-15-7034,North,Male,Muscle Building,82.33,4,16.466,345.786,11/1/2021,10:37,Credit card,329.32,4.761904762,16.466,7.5,Member
462-78-5240,North,Female,Muscle Building,26.61,2,2.661,55.881,19/3/2021,14:35,Cash,53.22,4.761904762,2.661,4.2,Member
868-52-7573,North,Female,Muscle Building,99.69,5,24.9225,523.3725,14/1/2021,12:09,Cash,498.45,4.761904762,24.9225,9.9,Member
153-58-4872,North,Female,Muscle Building,74.89,4,14.978,314.538,1/3/2021,15:32,Ewallet,299.56,4.761904762,14.978,4.2,Member
662-72-2873,North,Female,Muscle Building,40.94,5,10.235,214.935,6/1/2021,13:58,Ewallet,204.7,4.761904762,10.235,9.9,Member
525-88-7307,North,Male,Muscle Building,75.82,1,3.791,79.611,31/1/2021,13:19,Cash,75.82,4.761904762,3.791,5.8,Member
689-16-9784,North,Male,Muscle Building,46.77,6,14.031,294.651,11/3/2021,13:37,Cash,280.62,4.761904762,14.031,6,Member
725-56-0833,North,Female,Muscle Building,32.32,10,16.16,339.36,20/2/2021,16:49,Credit card,323.2,4.761904762,16.16,10,Member
394-41-0748,North,Female,Muscle Building,54.07,9,24.3315,510.9615,27/1/2021,14:55,Ewallet,486.63,4.761904762,24.3315,9.5,Member
596-42-3999,North,Male,Muscle Building,18.22,7,6.377,133.917,10/3/2021,14:04,Credit card,127.54,4.761904762,6.377,6.6,Member
541-89-9860,North,Female,Muscle Building,80.48,3,12.072,253.512,15/2/2021,12:31,Cash,241.44,4.761904762,12.072,8.1,Member
173-82-9529,North,Female,Muscle Building,37.95,10,18.975,398.475,26/1/2021,14:51,Cash,379.5,4.761904762,18.975,9.7,Member
563-36-9814,North,Male,Muscle Building,76.82,1,3.841,80.661,13/2/2021,18:27,Ewallet,76.82,4.761904762,3.841,7.2,Member
308-47-4913,North,Female,Muscle Building,52.26,10,26.13,548.73,9/3/2021,12:45,Credit card,522.6,4.761904762,26.13,6.2,Member
885-17-6250,North,Female,Muscle Building,79.74,1,3.987,83.727,6/3/2021,10:36,Ewallet,79.74,4.761904762,3.987,7.3,Member
726-27-2396,North,Female,Muscle Building,77.5,5,19.375,406.875,24/1/2021,20:36,Ewallet,387.5,4.761904762,19.375,4.3,Member
316-01-3952,North,Female,Muscle Building,54.27,5,13.5675,284.9175,13/3/2021,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,Member
